group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,marine_common_season,marine_season_code,marine_common_year,season_sequence,season_name,target_assemblage,method_code,species_code,size_sort_order,size_bin,total,mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,12,110,11,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,13,120,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,14,130,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,15,140,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,16,150,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,89,SP03,2003,1,Spring,sea_star,IP,PISOCH,17,160,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,4,30,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,5,40,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,6,50,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,7,60,8,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,8,70,8,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,9,80,6,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,10,90,9,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,11,100,9,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,12,110,11,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,13,120,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,14,130,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,15,140,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,16,150,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,17,160,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,18,170,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,19,180,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,91,FA03,2003,3,Fall,sea_star,IP,PISOCH,20,190,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,4,30,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,5,40,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,6,50,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,7,60,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,8,70,11,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,9,80,15,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,10,90,14,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,11,100,8,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,12,110,7,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,13,120,6,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,14,130,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,15,140,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,16,150,6,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,17,160,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,18,170,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,93,SP04,2004,1,Spring,sea_star,IP,PISOCH,19,180,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,4,30,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,6,50,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,7,60,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,8,70,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,9,80,7,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,10,90,10,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,11,100,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,12,110,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,13,120,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,14,130,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,15,140,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,16,150,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,17,160,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,95,FA04,2004,3,Fall,sea_star,IP,PISOCH,19,180,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,6,50,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,7,60,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,8,70,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,9,80,9,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,10,90,13,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,11,100,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,12,110,8,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,13,120,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,14,130,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,15,140,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,16,150,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,17,160,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,18,170,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,97,SP05,2005,1,Spring,sea_star,IP,PISOCH,23,220,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,6,50,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,8,70,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,9,80,5,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,10,90,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,12,110,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,13,120,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,14,130,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,16,150,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,17,160,7,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,18,170,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,99,FA05,2005,3,Fall,sea_star,IP,PISOCH,19,180,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,5,40,1,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,7,60,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,8,70,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,9,80,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,10,90,3,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,11,100,2,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,12,110,7,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,13,120,7,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
UCLA,ALEG,Alegria,6420,34.46714020,-120.27738,101,SP06,2006,1,Spring,sea_star,IP,PISOCH,14,130,4,reference,South Coast,CA South,Government Point to Mexico,California,Mainland,2019-04-05 20:07:59
